	lines	label
515	好吧，殿下。	BZL
1246	他容易出汗，有点喘不过气来。哈姆雷特，来，拿我的手巾去抹抹头。王后来干杯，庆祝你胜利，哈姆雷特。	BZL
2043	[朴罗纽司上。	SDY
15410	你还不相信我吗？	ZSH
15771	两边都没有中。	ZSH
557	她没有在波乐纽斯面前预演过一番她的戏吗？”（陶顿）拿去吧，殿下。	BZL
1752	怎么？他们变得荒疏了吗？	SDY
663	我觉得那个女人表明心迹，未免过分了。	BZL
8911	我不能。	ZSH
2439	还有什么别的仪式吗？	SDY
8231	母亲，您觉得这出戏怎样？	ZSH
1856	你进个修道院去吧：为什么你要孳生孽种？我自己还算是个相当诚实正派的人；可是我能指控自己那么多罪名，我母亲没有生我出来倒要好些：我很骄傲，好报仇，野心大：我随时都能干出想都想不到，捉摸不出模样，来不及实行的一大堆坏事来。像我这样的人爬行于天地之间，所为何来？我们都是些彻底的坏蛋；一个也莫信我们。你去进个修道院吧。你父亲在哪儿？	SDY
2160	可是他在哪里？	SDY
25610	我也一定不泄露，殿下。	ZSH
23010	杀身的仇恨！	ZSH
1237	没有中。	BZL
11341	头上盖着青青草，	ZSH
11610	这两位朋友，马西勒斯和勃那多，在万籁俱寂的午夜守望的时候，曾经连续两夜看见一个自顶至踵全身甲胄，像您父亲一样的人形，在他们的面前出现，用庄严而缓慢的步伐走过他们的身边。在他们惊奇骇愕的眼前，它三次走过去，它手里所握的鞭杖可以碰到他们的身上；他们吓得几乎浑身都瘫痪了，只是呆立着不动，一句话也没有对它说。怀着惴惧的心情，他们把这件事悄悄地告诉了我，我就在第三夜陪着他们一起守望；正像他们所说的一样，那鬼魂又出现了，出现的时间和他的形状，证实了他们的每一个字都是正确的。我认识您的父亲，那鬼魂是那样酷肖他的生前，我这两手也不及他们彼此的相似。	ZSH
3311	他握住我的手腕紧紧不放，拉直了手臂向后退立，用他的另一只手这样遮在他的额角上，一眼不眨地瞧着我的脸，好像要把它临摹下来似的。这样经过了好久的时间，然后他轻轻地摇动一下我的手臂，他的头上上下下地点了三次，于是他发出一声非常惨痛而深长的叹息，好像他的整个的胸部都要爆裂，他的生命就在这一声叹息中间完毕似的。然后他放松了我，转过他的身体，他的头还是向后回顾，好像他不用眼睛的帮助也能够找到他的路，因为直到他走出了门外，他的两眼还是注视在我的身上。	ZSH
1629	没有，好爸爸，但正如您所关照的，我确曾退回他送来的柬帖，拒绝他前来接近。	SDY
2147	我不懂得您，殿下。	SDY
1785	那么，什么才一定呢，殿下？	SDY
1400	好朋友，兄台；我跟你换那个称呼。什么事使你离开了威登堡，霍瑞旭？可是马帅勒史？	SDY
396	相当幸福，正因为不过分幸福；我们并不是命运女神小帽儿上的顶结。	BZL
1689	那倒很对，殿下。	SDY
10100	现在已经打过十二点钟；你去睡吧，弗兰西斯科。	ZSH
14411	[3]	ZSH
1546	[自内。]哈姆雷特殿下。	SDY
1358	[鬼魂重上。	SDY
718	不错，只可惜“等到草长足，瘦马变枯骨”，这句老话已经说成了滥调了。	BZL
726	我真的一点也不会吹，殿下。	BZL
788	别说了	BZL
23810	[在内]	ZSH
2486	哎也，老兄，他们爱上了这差使；他们可并不触痛我良心；只因太好管闲事，他们这下子遭了殃：当双方锋芒相扑刺，热火飞腾时，卑微的脚色插入到两雄角斗中，自然有危险。	SDY
584	好。大人物发疯，一定得把他们看牢。（同下。第二场城堡中大厅。哈姆霄特与伶人三数名上。	BZL
5161	野蛮的皮洛斯	ZSH
15310	我需要的物件已经装在船上，再会了；妹妹，在好风给人方便、船只来往无阻的时候，不要贪睡，让我听见你的消息。	ZSH
5461	这一下打击有如天崩地裂，	ZSH
16031	年轻的福丁布拉斯从波兰奏凯班师，这是他对英格兰来的钦使所发的礼炮。	ZSH
1955	字；公爵夫人叫斑泊蒂丝坦：您马上可以看到；这是	SDY
14941	正是雷欧提斯。	ZSH
589	波乐纽斯、罗森克兰兹及纪尔顿斯丹上。怎么样，大人？王上愿意来听这出好戏吗？	BZL
6501	要是你既贞洁又美丽，那么顶好不要让你的贞洁跟你的美丽来往。	ZSH
1199	我是说殿下亲自出马应战。	BZL
1538	快给我知道，我好插起了翅膀，迅捷如思想，疾速如恋爱的情思，风驰着去还报。	SDY
3551	波洛尼厄斯率伏提曼德及考尼律斯重上。	ZSH
1306	别问，回答我；站住，你自己是谁？	SDY
1959	[伶人饰路其安纳斯上。这人名叫路其安纳斯，是国王的侄子。	SDY
11501	我要一早起身，	ZSH
796	他呀，他呀！你看他脸色多苍白！凭他的神情对石头讲他的冤仇、也会使它们感动啊。——不要尽看我，我怕你这种凄恻的神情动摇我坚决的主意；怕我要十的事情会失去本色，眼泪会代替鲜血。	BZL
1214	没有什么道理；只有妇女才会在乎这种莫名其妙的不安心理。	BZL
521	奴，只是怪他们只知做牛做马，逆来顺受。同时禁令中也包括“乞丐”，哈姆雷特在前面也自比乞丐，可见他站在受压迫的一边。他自己的遭遇也就使他本有的正义感突出了。使一切有罪者发狂，无罪者惊愕，使无知无识者惊慌，真的是吓呆了所有的眼睛和耳朵的全部机能。可是我，一个胡涂蛋，可怜虫，萎靡憔悴，成天做梦，忘记了深仇大恨，不说一句话；全不管哪一位国王叫人家无耻的夺去了一切所有，残害了宝贵的生命！我是个懦夫吗？谁叫我坏蛋，打破我的脑壳，	BZL
1710	我的两位好到绝顶的朋友！你好，吉尔腾司登？啊，罗撰克兰兹！好哥儿们，你们俩都好？	SDY
2252	请你们，准许我。	SDY
1292	看惊心惨日的场面，那还用找吗？	BZL
55	从我们手里，恢复他父亲失去的那些土地；据我看来，这就是我们这样子准备的主要动机，我们这样子日夜戒备的原因。全国这样子手忙脚乱的缘故。	BZL
2981	好，雷纳尔多，你在没有去看他以前，最好先探听探听他的行为。	ZSH
2315	您认识笔迹吗？	SDY
1704	这些个讨厌的老蠢材！	SDY
1831	亲爱的葛忒露，你也去；我们使哈姆雷特来，不叫他知道，好让他，似乎只出于偶然，在这里能撞见莪斐丽亚：她父亲和我，两位合法的密探，会那样躲着，看见他，但不叫他见，我们能仔细端详他们的相会，看他们的行动，以推知他们的心情，究竟是不是为了爱情的苦楚，他这般在生受。	SDY
7100	勃那多吗？	ZSH
11551	她进去时是个女郎。	ZSH
2162	带来见我们。	SDY
10851	我的母亲。父亲和母亲是夫妇两个，夫妇是一体之亲；所以再会吧，我的母亲！来，到英格兰去！[下]	ZSH
545	我听见他来了。我们快走吧，陛下。（国王与波乐纽斯下。哈姆雷特上。	BZL
8271	不，不，他们不过开玩笑毒死了一个人；没有什么要不得的。	ZSH
3781	我倒很想知道知道，哪一次我曾经肯定地说过了“这件事情是这样的”，而结果却并不这样？	ZSH
4281	在命运身上的秘密的那部分吗？啊，对了；她本来是一个娼妓。你们听到什么消息没有？	ZSH
781	羞耻啊！你不会脸红了？既然是孽火使半老女人的骨髓里起得了蠢动，让贞操变成蜡投给青春的烈焰都烧成灰吧。我们不要喊羞耻了，只当看不见淫乱在向我们进攻，既然冰霜都烧起了漫天的大火，理智都替淫欲跑腿了！	BZL
8201	愿你安睡；	ZSH
621	没有什么。	BZL
8931	我不能给你一个好好的回答，因为我的脑子已经坏了；可是我所能够给你的回答，你——我应该说我的母亲——可以要多少有多少，所以别说废话，言归正传吧；你说我的母亲——	ZSH
2055	[起立，上前]我的话往上飞，思想还留在下边：没有思想的话儿决不能飞上天。	SDY
14631	哎，朋友，他们本来是自己钻求这件差使的；我在良心上没有对不起他们的地方，是他们自己的阿谀献媚断送了他们的生命。两个强敌猛烈争斗的时候，不自量力的微弱之辈，却去插身在他们的刀剑中间，这样的事情是最危险不过的。	ZSH
514	好极。跟那位老爷去吧——留心别取笑他。好朋友，晚上再见了。欢迎你们到艾尔西诺来。（怜人甲下。	BZL
12511	啊！那是因为有两个理由，也许在你看来是不成其为理由的，可是对于我却有很大的关系。王后，他的母亲，差不多一天不看见他就不能生活；至于我自己，那么不管这是我的好处或是我的致命的弱点，我的生命和灵魂是这样跟她联结在一起，正像星球不能跳出轨道一样，我也不能没有她而生活。而且我之所以不能把这件案子公开，还有一个重要的顾虑：一般民众对他都有很大的好感，他们盲目的崇拜像一道使树木变成石块的魔泉一样，把他所有的错处都变成了优点；我的箭太轻太没有力了，遇到这样的狂风，一定不能射中目标，反而给吹了回来。	ZSH
4031	[旁白]	ZSH
4811	也许他是第二次裹在襁褓里，因为人家说，一个老年人是第二次做婴孩。	ZSH
2442	殡葬的仪礼已经尽我们的权限为她铺张光彩了：她死得可疑；若不是朝廷下大命，超过了教规，她本该掩埋在教堂的圣地之外，等最后审判号角响；只能对她扔陶片、硝石块、石子，代慈悲的祈祷：可是现在已许她有处女的花环，许她撒贞女的花朵，入土时按礼还给鸣丧钟安葬。	SDY
2598	娘娘怎样了？	SDY
1688	是啊，卿家；要老实，拿这世界来说，是一万人中只挑得出一个来。	SDY
8861	好殿下，请您说话检点些，别这样拉扯开去。	ZSH
735	弓起了背，正象一只鼬鼠。	BZL
9481	我的言语高高飞起，我的思想滞留地下；没有思想的言语永远不会上升天界。[下]	ZSH
7210	我们不敢不尽力执行陛下的旨意。	ZSH
3831	您知道，有时候他会接连几个钟头在这儿的走廊里踱来踱去。	ZSH
11110	看见谁？	ZSH
662	母亲，你觉得这出戏怎么样？	BZL
18510	我想还不到十二点。	ZSH
8601	世界就是这样循环轮转。	ZSH
10810	我曾经见过他一次；他是一位很好的君王。	ZSH
14061	教士等列队上；众舁奥菲利娅尸体前行；雷欧提斯及诸送葬者、国王、王后及侍从等随后。	ZSH
18810	这是什么意思，殿下？	ZSH
479	既然殿下把我叫作那弗他，我就当真有一个女儿叫我宠爱得真是到家。	BZL
1461	正是的；因为人身体成长，不光是筋肉和躯干生发；而当这神殿扩张时，心志和神魂所祈求的内心供奉，也跟着增长。他现在也许爱你，现在还没有肮脏和欺骗玷污他清纯的意向：可是，你得要戒惧，考虑到地位，他不能自己做主；因为他要受他自己身份的限制：他不能像无足轻重的人那样，自己定去取，为的是他选得恰当与否决定着全国的安危和兴废；他身居邦国之首，他妃子的征选自应先得到邦国的赞成和听从，经受到约束。那么，他若说他爱你，你该使用聪明去那般听信他，要他由地位规定他采取的行动能履行他所说的话；而这可不出丹麦宗邦整个都赞同的限度外。然后要衡量你那片贞洁将遭受什么样损失，你若太信他的歌声，或是把真心丢给他，漫无羁勒的强求和硬要会打开你童贞的宝藏。要戒惧，莪斐丽亚，要戒惧，亲妹子，你要待在你真正的意向后边，在他情欲的射程与危险之外。那翼翼小心的姑娘已经够放浪，要是她面对着月亮把芳容暴露；玉洁冰清还难逃诽谤的打击；往往在嫩蕊含苞未放的时节，毛虫就已把阳春的娇儿咬伤，当青春对旭照，在朝露泫泫之际，恶毒的风吹雨打最容易摧折它。所以要小心；最安全莫过于戒惧：没有人在旁，青春尚且会自戕。	SDY
1656	这件事结束得很好。我的主公和娘娘，去详细讨论陛下该怎样尊严，我如何尽责，为什么日是日，夜是夜，时间是时间，只是去糟掉黑夜，白日，和时间。因此上，既然简洁是智能的灵魂，噜苏是愚蠢的枝叶，虚夸的外饰，我力求简洁。你们的贵殿下疯了：疯了，我说他；因为，要阐明真疯，除掉发疯外别无它，还能有什么？算了吧。	SDY
